ad_id,campaign_name,ad_date,location,device,keyword,impressions,clicks,leads,conversions,conversion_rate,cost_amount,sale_amount
A2213,data analytics course,2024-11-08 00:00:00,hyderabad,desktop,data analitics online,4039.0,141.0,28.0,6.0,0.043,205.8,1220.0
A2214,data analytics course,2024-11-08 00:00:00,hyderabad,tablet,data analitics online,4773.0,131.0,26.0,7.0,0.053,215.36,1363.0
A2215,data analytics course,2024-11-19 00:00:00,hyderabad,tablet,learn data analytics,5360.0,158.0,30.0,7.0,0.044,229.38,1896.0
A2216,data analytics course,2024-11-23 00:00:00,hyderabad,desktop,analytics for data,5380.0,164.0,13.0,5.0,0.03,223.15,1661.0
A2217,data analytics course,2024-11-17 00:00:00,hyderabad,mobile,data analitics online,3323.0,149.0,23.0,4.0,0.027,197.76,1181.0
A2218,data analytics course,2024-11-03 00:00:00,hyderabad,desktop,learn data analytics,3870.0,112.0,26.0,6.0,0.054,215.05,1483.0
A2219,data analytics course,2024-11-24 00:00:00,hyderabad,tablet,online data analytic,4486.0,139.0,28.0,4.0,0.029,205.46,1853.0
A2220,data analytics course,2024-11-03 00:00:00,hyderabad,desktop,data analitics online,3384.0,105.0,26.0,8.0,0.076,240.41,1399.0
A2221,data analytics course,2024-11-21 00:00:00,hyderabad,desktop,learn data analytics,5066.0,83.0,22.0,8.0,0.096,236.91,1583.0
A2222,data analytics course,2024-11-28 00:00:00,hyderabad,desktop,learn data analytics,5947.0,127.0,27.0,3.0,0.024,209.67,1155.0
A2223,data analytics course,2024-11-08 00:00:00,hyderabad,desktop,data analitics online,4286.0,133.0,18.0,9.0,0.068,216.16,1839.0
A2224,data analytics course,2024-11-05 00:00:00,hyderabad,tablet,data anaytics training,5733.0,197.0,14.0,5.0,0.025,185.09,1295.0
A2225,data analytics course,2024-11-08 00:00:00,hyderabad,tablet,analytics for data,5103.0,125.0,30.0,7.0,0.056,221.93,1398.0
A2226,data analytics course,2024-11-28 00:00:00,hyderabad,desktop,data anaytics training,5228.0,147.0,12.0,9.0,0.061,210.94,1784.0
A2227,data analytics course,2024-11-20 00:00:00,hyderabad,mobile,learn data analytics,3666.0,153.0,16.0,4.0,0.026,198.4,1820.0
A2228,data analytics course,2024-11-26 00:00:00,hyderabad,tablet,learn data analytics,3440.0,196.0,15.0,5.0,0.026,212.98,1539.0
A2229,data analytics course,2024-11-05 00:00:00,hyderabad,desktop,data analitics online,3031.0,87.0,17.0,7.0,0.08,234.25,1167.0
A2230,data analytics course,2024-11-25 00:00:00,hyderabad,tablet,analytics for data,5957.0,151.0,15.0,8.0,0.053,188.22,1468.0
A2231,data analytics course,2024-11-25 00:00:00,hyderabad,mobile,data analitics online,4689.0,93.0,15.0,4.0,0.043,197.54,1073.0
A2232,data analytics course,2024-11-24 00:00:00,hyderabad,desktop,online data analytic,3085.0,145.0,26.0,5.0,0.034,194.96,1673.0
A2233,data analytics course,2024-11-20 00:00:00,hyderabad,tablet,online data analytic,3341.0,128.0,25.0,5.0,0.039,185.57,1516.0
A2234,data analytics course,2024-11-24 00:00:00,hyderabad,desktop,online data analytic,5521.0,134.0,15.0,3.0,0.022,243.57,1658.0
A2235,data analytics course,2024-11-11 00:00:00,hyderabad,desktop,data anaytics training,3696.0,104.0,28.0,6.0,0.058,206.54,1985.0
A2236,data analytics course,2024-11-20 00:00:00,hyderabad,tablet,data analitics online,3765.0,177.0,26.0,10.0,0.056,216.48,1507.0
A2237,data analytics course,2024-11-14 00:00:00,hyderabad,mobile,analytics for data,5455.0,94.0,15.0,3.0,0.032,249.09,1227.6
A2238,data analytics course,2024-11-12 00:00:00,hyderabad,desktop,analytics for data,5260.0,198.0,13.0,10.0,0.051,205.53,1766.0
A2239,data analytics course,2024-11-09 00:00:00,hyderabad,tablet,analytics for data,4404.0,140.0,23.0,6.0,0.043,186.01,1625.0
A2240,data analytics course,2024-11-25 00:00:00,hyderabad,tablet,learn data analytics,5445.0,137.0,20.0,5.0,0.036,237.51,1904.0
A2241,data analytics course,2024-11-19 00:00:00,hyderabad,tablet,analytics for data,3068.0,153.0,25.0,8.0,0.052,223.602,1165.0
A2242,data analytics course,2024-11-08 00:00:00,hyderabad,mobile,data anaytics training,4397.0,177.0,26.0,10.0,0.056,240.09,1463.2
A2243,data analytics course,2024-11-18 00:00:00,hyderabad,desktop,analytics for data,4042.0,100.0,13.0,6.0,0.06,208.93599999999998,1678.0
A2244,data analytics course,2024-11-16 00:00:00,hyderabad,tablet,data analitics online,5645.0,160.0,25.0,6.0,0.038,195.42,1600.0
A2245,data analytics course,2024-11-02 00:00:00,hyderabad,mobile,data analitics online,3751.0,194.0,23.0,5.0,0.026,244.34,1439.8
A2246,data analytics course,2024-11-16 00:00:00,hyderabad,tablet,data anaytics training,5010.0,128.0,26.0,7.0,0.055,202.34,1582.6
A2247,data analytics course,2024-11-20 00:00:00,hyderabad,desktop,data analytics course,4506.0,80.0,11.0,5.0,0.062,236.47,1953.0
A2248,data analytics course,2024-11-09 00:00:00,hyderabad,tablet,data anaytics training,5843.0,81.0,10.0,9.0,0.111,209.54,1979.0
A2249,data analytics course,2024-11-19 00:00:00,hyderabad,tablet,data analytics course,5369.0,102.0,29.0,4.0,0.039,198.39,1659.0
A2250,data analytics course,2024-11-05 00:00:00,hyderabad,mobile,data analitics online,4047.0,197.0,15.0,3.0,0.015,202.72,1345.0
A2251,data analytics course,2024-11-02 00:00:00,hyderabad,mobile,analytics for data,4463.0,84.0,17.0,3.0,0.036,198.44,1110.0
A2252,data analytics course,2024-11-18 00:00:00,hyderabad,desktop,data analitics online,4610.0,119.0,18.0,3.0,0.025,222.7,1473.0
A2253,data analytics course,2024-11-21 00:00:00,hyderabad,mobile,data analitics online,5957.0,96.0,27.0,10.0,0.104,225.59,1062.0
A2254,data analytics course,2024-11-29 00:00:00,hyderabad,mobile,analytics for data,5704.0,144.0,29.0,6.0,0.042,196.67,1573.0
A2255,data analytics course,2024-11-20 00:00:00,hyderabad,tablet,data analitics online,5335.0,148.0,21.0,9.0,0.061,223.36,1251.0
A2256,data analytics course,2024-11-05 00:00:00,hyderabad,mobile,data anaytics training,4901.0,151.0,27.0,7.0,0.046,224.29,1425.0
A2257,data analytics course,2024-11-21 00:00:00,hyderabad,tablet,data analitics online,5392.0,175.0,17.0,9.0,0.051,187.74,1015.0
A2258,data analytics course,2024-11-21 00:00:00,hyderabad,desktop,data anaytics training,3461.0,189.0,20.0,9.0,0.048,224.72,1390.0
A2259,data analytics course,2024-11-29 00:00:00,hyderabad,desktop,data analytics course,5451.0,157.0,12.0,10.0,0.064,183.89,1180.0
A2260,data analytics course,2024-11-21 00:00:00,hyderabad,desktop,analytics for data,4429.0,126.0,27.0,10.0,0.079,201.56,1122.0
A2261,data analytics course,2024-11-14 00:00:00,hyderabad,mobile,learn data analytics,3770.0,85.0,30.0,7.0,0.082,204.04,1238.0
A2262,data analytics course,2024-11-15 00:00:00,hyderabad,desktop,learn data analytics,3573.0,89.0,23.0,10.0,0.112,193.53,1926.0
A2263,data analytics course,2024-11-11 00:00:00,hyderabad,desktop,analytics for data,4092.0,152.0,10.0,5.0,0.033,196.66,1396.0
A2264,data analytics course,2024-11-27 00:00:00,hyderabad,mobile,online data analytic,3999.0,126.0,22.0,9.0,0.071,181.58,1145.0
A2265,data analytics course,2024-11-10 00:00:00,hyderabad,mobile,data analytics course,3354.0,153.0,24.0,6.0,0.039,243.13,1536.0
A2266,data analytics course,2024-11-07 00:00:00,hyderabad,desktop,learn data analytics,4801.0,98.0,10.0,3.0,0.031,186.52,1121.0
A2267,data analytics course,2024-11-07 00:00:00,hyderabad,desktop,analytics for data,4799.0,145.0,17.0,6.0,0.041,194.74,1381.0
A2268,data analytics course,2024-11-14 00:00:00,hyderabad,tablet,data analytics course,3753.0,179.0,23.0,6.0,0.034,220.87,1966.0
A2269,data analytics course,2024-11-15 00:00:00,hyderabad,mobile,data analitics online,4698.0,108.0,19.0,10.0,0.093,187.19,1118.0
A2270,data analytics course,2024-11-24 00:00:00,hyderabad,tablet,data anaytics training,3522.0,191.0,25.0,5.0,0.026,216.65,1835.0
A2271,data analytics course,2024-11-07 00:00:00,hyderabad,tablet,data analitics online,3363.0,183.0,10.0,9.0,0.049,212.08,1511.0
A2272,data analytics course,2024-11-04 00:00:00,hyderabad,mobile,analytics for data,5924.0,175.0,14.0,3.0,0.017,223.3,1505.0
A2273,data analytics course,2024-11-11 00:00:00,hyderabad,desktop,data analytics course,3558.0,97.0,13.0,3.0,0.031,195.5,1544.0
A2274,data analytics course,2024-11-16 00:00:00,hyderabad,tablet,data anaytics training,4208.0,159.0,13.0,8.0,0.05,236.75,1849.0
A2275,data analytics course,2024-11-02 00:00:00,hyderabad,tablet,analytics for data,3607.0,125.0,22.0,9.0,0.072,224.45,1392.0
A2276,data analytics course,2024-11-08 00:00:00,hyderabad,mobile,data analitics online,4966.0,193.0,13.0,9.0,0.047,199.27,1612.0
A2277,data analytics course,2024-11-15 00:00:00,hyderabad,mobile,data anaytics training,5220.0,110.0,16.0,4.0,0.036,233.06,1711.0
A2278,data analytics course,2024-11-04 00:00:00,hyderabad,desktop,data analitics online,5247.0,83.0,27.0,3.0,0.036,231.04,1636.0
A2279,data analytics course,2024-11-22 00:00:00,hyderabad,desktop,online data analytic,5522.0,166.0,13.0,3.0,0.018,218.34,1235.0
A2280,data analytics course,2024-11-27 00:00:00,hyderabad,desktop,learn data analytics,3682.0,108.0,20.0,3.0,0.028,214.43,1553.0
A2281,data analytics course,2024-11-13 00:00:00,hyderabad,desktop,data analytics course,4549.0,84.0,15.0,7.0,0.083,191.96,1303.0
A2282,data analytics course,2024-11-20 00:00:00,hyderabad,tablet,data analitics online,5170.0,117.0,16.0,10.0,0.085,213.756,1561.8
A2283,data analytics course,2024-11-14 00:00:00,hyderabad,mobile,data anaytics training,3122.0,195.0,24.0,4.0,0.021,205.3,1326.0
A2284,data analytics course,2024-11-29 00:00:00,hyderabad,mobile,data analitics online,3650.0,149.0,17.0,3.0,0.02,220.25,1792.6
A2285,data analytics course,2024-11-20 00:00:00,hyderabad,tablet,online data analytic,5436.0,142.0,14.0,7.0,0.049,237.09,1269.0
A2286,data analytics course,2024-11-19 00:00:00,hyderabad,desktop,learn data analytics,5485.0,98.0,16.0,5.0,0.051,182.29,1518.0
A2287,data analytics course,2024-11-14 00:00:00,hyderabad,desktop,data anaytics training,3778.0,169.0,11.0,3.0,0.018,219.856,1721.0
A2288,data analytics course,2024-11-29 00:00:00,hyderabad,mobile,online data analytic,3051.0,99.0,18.0,6.0,0.061,207.696,1762.0
A2289,data analytics course,2024-11-09 00:00:00,hyderabad,desktop,data analitics online,5286.0,170.0,22.0,7.0,0.041,190.65,1110.0
A2290,data analytics course,2024-11-05 00:00:00,hyderabad,mobile,data anaytics training,3533.0,156.0,22.0,4.0,0.026,248.96,1606.0
A2291,data analytics course,2024-11-16 00:00:00,hyderabad,mobile,data analytics course,5125.0,156.0,26.0,10.0,0.064,182.15,1658.0
A2292,data analytics course,2024-11-22 00:00:00,hyderabad,mobile,data analitics online,4500.0,91.0,20.0,3.0,0.033,241.81,1902.0
A2293,data analytics course,2024-11-20 00:00:00,hyderabad,mobile,data analitics online,4633.0,140.0,15.0,4.0,0.029,228.65,1738.0
A2294,data analytics course,2024-11-01 00:00:00,hyderabad,mobile,learn data analytics,3155.0,142.0,16.0,10.0,0.07,229.01,1955.0
A2295,data analytics course,2024-11-10 00:00:00,hyderabad,desktop,data analitics online,3444.0,198.0,27.0,4.0,0.02,195.91,1317.0
A2296,data analytics course,2024-11-11 00:00:00,hyderabad,tablet,data analitics online,4253.0,88.0,23.0,8.0,0.091,210.5,1918.0
A2297,data analytics course,2024-11-15 00:00:00,hyderabad,tablet,analytics for data,4925.0,130.0,26.0,5.0,0.038,201.1,1301.0
A2298,data analytics course,2024-11-02 00:00:00,hyderabad,tablet,learn data analytics,3576.0,186.0,26.0,4.0,0.022,213.96,1689.0
A2299,data analytics course,2024-11-28 00:00:00,hyderabad,mobile,analytics for data,5831.0,146.0,19.0,5.0,0.034,203.07,1216.0
A2300,data analytics course,2024-11-30 00:00:00,hyderabad,tablet,data analytics course,5147.0,199.0,27.0,10.0,0.05,203.08,1126.0
A2301,data analytics course,2024-11-17 00:00:00,hyderabad,tablet,learn data analytics,4242.0,94.0,14.0,5.0,0.053,208.78,1122.0
A2302,data analytics course,2024-11-14 00:00:00,hyderabad,mobile,analytics for data,5530.0,119.0,25.0,9.0,0.076,205.75,1725.0
A2303,data analytics course,2024-11-01 00:00:00,hyderabad,mobile,online data analytic,4614.0,168.0,28.0,9.0,0.054,241.24,1307.0
A2304,data analytics course,2024-11-02 00:00:00,hyderabad,tablet,learn data analytics,5016.0,117.0,10.0,9.0,0.077,249.38,1832.0
A2305,data analytics course,2024-11-12 00:00:00,hyderabad,mobile,learn data analytics,5072.0,156.0,18.0,3.0,0.019,249.37,1701.0
A2306,data analytics course,2024-11-03 00:00:00,hyderabad,tablet,online data analytic,4805.0,151.0,22.0,3.0,0.02,241.95,1571.0
A2307,data analytics course,2024-11-03 00:00:00,hyderabad,mobile,online data analytic,4474.0,133.0,10.0,6.0,0.045,198.99,1394.0
A2308,data analytics course,2024-11-03 00:00:00,hyderabad,tablet,online data analytic,5151.0,105.0,14.0,9.0,0.086,188.18,1595.0
A2309,data analytics course,2024-11-07 00:00:00,hyderabad,desktop,learn data analytics,4515.0,98.0,12.0,7.0,0.071,219.39,1805.0
A2310,data analytics course,2024-11-19 00:00:00,hyderabad,tablet,learn data analytics,4269.0,93.0,21.0,8.0,0.086,247.76,1543.0
A2311,data analytics course,2024-11-28 00:00:00,hyderabad,mobile,analytics for data,3759.0,165.0,23.0,7.0,0.042,231.62,1052.0
A2312,data analytics course,2024-11-13 00:00:00,hyderabad,tablet,analytics for data,4476.0,156.0,17.0,10.0,0.064,186.68,1372.0
A2313,data analytics course,2024-11-15 00:00:00,hyderabad,desktop,analytics for data,5749.0,166.0,11.0,5.0,0.03,236.52,1780.0
A2314,data analytics course,2024-11-04 00:00:00,hyderabad,mobile,learn data analytics,5166.0,134.0,10.0,3.0,0.022,191.92,1526.0
A2315,data analytics course,2024-11-15 00:00:00,hyderabad,tablet,learn data analytics,3687.0,103.0,27.0,4.0,0.039,194.73,1347.0
A2316,data analytics course,2024-11-07 00:00:00,hyderabad,mobile,data anaytics training,4939.0,95.0,26.0,3.0,0.032,219.43,1785.0
A2317,data analytics course,2024-11-15 00:00:00,hyderabad,desktop,data analytics course,3180.0,155.0,15.0,8.0,0.052,229.63,1832.0
A2318,data analytics course,2024-11-30 00:00:00,hyderabad,tablet,learn data analytics,3981.0,184.0,16.0,3.0,0.016,193.25,1359.0
A2319,data analytics course,2024-11-08 00:00:00,hyderabad,desktop,analytics for data,3392.0,186.0,29.0,7.0,0.038,218.16,1012.0
A2320,data analytics course,2024-11-08 00:00:00,hyderabad,desktop,data analitics online,3160.0,93.0,30.0,8.0,0.086,220.75,1472.0
A2321,data analytics course,2024-11-25 00:00:00,hyderabad,tablet,online data analytic,4699.0,138.0,26.0,9.0,0.065,202.54,1133.0
A2322,data analytics course,2024-11-07 00:00:00,hyderabad,desktop,analytics for data,3730.0,96.0,16.0,4.0,0.042,217.61,1283.0
A2323,data analytics course,2024-11-03 00:00:00,hyderabad,tablet,data anaytics training,5221.0,127.0,17.0,3.0,0.024,226.67,1384.0
A2324,data analytics course,2024-11-27 00:00:00,hyderabad,desktop,data analitics online,3299.0,92.0,11.0,9.0,0.098,188.58,1678.0
A2325,data analytics course,2024-11-08 00:00:00,hyderabad,tablet,data analytics course,5634.0,156.0,16.0,5.0,0.032,247.45,1925.0
A2326,data analytics course,2024-11-16 00:00:00,hyderabad,tablet,learn data analytics,5991.0,113.0,16.0,3.0,0.027,211.28,1499.0
A2327,data analytics course,2024-11-11 00:00:00,hyderabad,desktop,data analytics course,3917.0,84.0,13.0,10.0,0.119,233.19,1622.6
A2328,data analytics course,2024-11-08 00:00:00,hyderabad,mobile,online data analytic,5335.0,189.0,27.0,9.0,0.048,181.46,1734.0
A2329,data analytics course,2024-11-16 00:00:00,hyderabad,tablet,online data analytic,4550.0,149.0,11.0,9.0,0.06,219.44,1659.0
A2330,data analytics course,2024-11-04 00:00:00,hyderabad,desktop,learn data analytics,5805.0,100.0,15.0,4.0,0.04,181.27,1195.0
A2331,data analytics course,2024-11-11 00:00:00,hyderabad,desktop,analytics for data,5156.0,105.0,25.0,10.0,0.095,201.01,1472.0
A2332,data analytics course,2024-11-15 00:00:00,hyderabad,tablet,data analitics online,5060.0,86.0,15.0,4.0,0.047,249.4,1761.0
A2333,data analytics course,2024-11-08 00:00:00,hyderabad,mobile,data analitics online,5178.0,93.0,14.0,5.0,0.054,245.13,1080.0
A2334,data analytics course,2024-11-05 00:00:00,hyderabad,desktop,online data analytic,3076.0,180.0,12.0,10.0,0.056,227.91,1439.4
A2335,data analytics course,2024-11-16 00:00:00,hyderabad,tablet,data analitics online,3218.0,156.0,28.0,6.0,0.038,235.69,1289.0
A2336,data analytics course,2024-11-03 00:00:00,hyderabad,tablet,online data analytic,4682.0,124.0,20.0,3.0,0.024,207.53,1550.0
A2337,data analytics course,2024-11-15 00:00:00,hyderabad,desktop,data anaytics training,3592.0,177.0,29.0,9.0,0.051,205.25,1271.0
A2338,data analytics course,2024-11-01 00:00:00,hyderabad,desktop,analytics for data,3506.0,156.0,13.0,7.0,0.045,242.9,1208.0
A2339,data analytics course,2024-11-29 00:00:00,hyderabad,tablet,data analytics course,3562.0,132.0,23.0,4.0,0.03,238.34,1033.0
A2340,data analytics course,2024-11-02 00:00:00,hyderabad,tablet,analytics for data,4123.0,178.0,12.0,3.0,0.017,203.6,1155.0
A2341,data analytics course,2024-11-26 00:00:00,hyderabad,tablet,learn data analytics,3953.0,153.0,20.0,6.0,0.039,237.56,1388.0
A2342,data analytics course,2024-11-26 00:00:00,hyderabad,mobile,online data analytic,4891.0,187.0,14.0,8.0,0.043,223.99,1014.0
A2343,data analytics course,2024-11-13 00:00:00,hyderabad,tablet,online data analytic,4976.0,155.0,10.0,5.0,0.032,183.21,1554.0
A2344,data analytics course,2024-11-07 00:00:00,hyderabad,mobile,data analitics online,5781.0,90.0,28.0,5.0,0.056,200.71,1500.6
A2345,data analytics course,2024-11-25 00:00:00,hyderabad,tablet,data analitics online,3001.0,172.0,14.0,4.0,0.023,210.62,1192.0
A2346,data analytics course,2024-11-26 00:00:00,hyderabad,tablet,online data analytic,5728.0,92.0,14.0,9.0,0.098,224.5,1876.0
A2347,data analytics course,2024-11-28 00:00:00,hyderabad,mobile,analytics for data,5103.0,162.0,13.0,9.0,0.056,188.15,1264.0
A2348,data analytics course,2024-11-19 00:00:00,hyderabad,tablet,data analytics course,3131.0,193.0,22.0,5.0,0.026,198.1,1870.0
A2349,data analytics course,2024-11-02 00:00:00,hyderabad,desktop,data analitics online,3547.0,154.0,13.0,5.0,0.032,238.34,1130.0
A2350,data analytics course,2024-11-07 00:00:00,hyderabad,mobile,online data analytic,4070.0,185.0,21.0,5.0,0.027,200.95,1503.0
A2351,data analytics course,2024-11-14 00:00:00,hyderabad,desktop,analytics for data,3350.0,117.0,23.0,5.0,0.043,243.68,1204.0
A2352,data analytics course,2024-11-02 00:00:00,hyderabad,desktop,analytics for data,4976.0,123.0,14.0,4.0,0.033,244.49,1579.0
A2353,data analytics course,2024-11-07 00:00:00,hyderabad,tablet,data anaytics training,5612.0,181.0,17.0,3.0,0.017,203.66,1377.0
A2354,data analytics course,2024-11-18 00:00:00,hyderabad,tablet,analytics for data,4390.0,118.0,24.0,8.0,0.068,214.04,1071.0
A2355,data analytics course,2024-11-20 00:00:00,hyderabad,mobile,learn data analytics,3698.0,82.0,30.0,9.0,0.11,229.12,1246.0
A2356,data analytics course,2024-11-27 00:00:00,hyderabad,tablet,data analitics online,4295.0,175.0,18.0,6.0,0.034,195.17,1939.0
A2357,data analytics course,2024-11-14 00:00:00,hyderabad,desktop,online data analytic,3332.0,130.0,14.0,5.0,0.038,202.06,1184.0
A2358,data analytics course,2024-11-24 00:00:00,hyderabad,tablet,online data analytic,4082.0,92.0,25.0,5.0,0.054,186.29,1046.0
A2359,data analytics course,2024-11-20 00:00:00,hyderabad,tablet,analytics for data,4464.0,159.0,27.0,3.0,0.019,204.86,1963.0
A2360,data analytics course,2024-11-21 00:00:00,hyderabad,tablet,online data analytic,5263.0,193.0,18.0,6.0,0.031,240.5,1670.0
A2361,data analytics course,2024-11-14 00:00:00,hyderabad,tablet,analytics for data,4371.0,98.0,25.0,7.0,0.071,246.23,1114.0
A2362,data analytics course,2024-11-07 00:00:00,hyderabad,desktop,online data analytic,3657.0,176.0,19.0,3.0,0.017,209.44,1171.0
A2363,data analytics course,2024-11-14 00:00:00,hyderabad,desktop,data analytics course,5833.0,182.0,20.0,5.0,0.027,243.72,1206.0
A2364,data analytics course,2024-11-23 00:00:00,hyderabad,mobile,analytics for data,3077.0,85.0,11.0,10.0,0.118,200.16,1876.0
A2365,data analytics course,2024-11-14 00:00:00,hyderabad,desktop,data analytics course,3646.0,98.0,14.0,6.0,0.061,239.05,1586.0
A2366,data analytics course,2024-11-15 00:00:00,hyderabad,desktop,analytics for data,3139.0,160.0,28.0,5.0,0.031,230.55,1449.0
A2367,data analytics course,2024-11-24 00:00:00,hyderabad,desktop,analytics for data,4005.0,179.0,16.0,10.0,0.056,232.47,1553.0
A2368,data analytics course,2024-11-26 00:00:00,hyderabad,mobile,data analytics course,4315.0,135.0,24.0,5.0,0.037,196.3,1364.0
A2369,data analytics course,2024-11-21 00:00:00,hyderabad,mobile,data analytics course,3876.0,195.0,28.0,3.0,0.015,187.59,1828.0
A2370,data analytics course,2024-11-14 00:00:00,hyderabad,tablet,data analitics online,3174.0,197.0,22.0,7.0,0.036,220.27200000000002,1527.0
A2371,data analytics course,2024-11-21 00:00:00,hyderabad,tablet,learn data analytics,5550.0,92.0,28.0,8.0,0.087,226.38,1322.0
A2372,data analytics course,2024-11-20 00:00:00,hyderabad,desktop,online data analytic,3526.0,90.0,10.0,3.0,0.033,211.39,1395.0
A2373,data analytics course,2024-11-14 00:00:00,hyderabad,tablet,online data analytic,3192.0,149.0,21.0,4.0,0.027,216.132,1708.0
A2374,data analytics course,2024-11-12 00:00:00,hyderabad,tablet,data anaytics training,4132.0,82.0,11.0,6.0,0.073,247.13,1091.0
A2375,data analytics course,2024-11-25 00:00:00,hyderabad,desktop,learn data analytics,5826.0,151.0,16.0,8.0,0.053,226.53,1511.0
A2376,data analytics course,2024-11-24 00:00:00,hyderabad,mobile,data analitics online,5997.0,162.0,20.0,5.0,0.031,240.29,1144.0
A2377,data analytics course,2024-11-11 00:00:00,hyderabad,desktop,data anaytics training,4541.0,197.0,19.0,9.0,0.046,243.81,1701.0
A2378,data analytics course,2024-11-14 00:00:00,hyderabad,desktop,online data analytic,4642.0,133.0,22.0,4.0,0.03,184.52,1074.0
A2379,data analytics course,2024-11-12 00:00:00,hyderabad,tablet,online data analytic,5509.0,194.0,18.0,5.0,0.026,235.45,1025.0
A2380,data analytics course,2024-11-22 00:00:00,hyderabad,desktop,learn data analytics,3647.0,169.0,12.0,6.0,0.036,194.12,1697.0
A2381,data analytics course,2024-11-29 00:00:00,hyderabad,desktop,learn data analytics,5209.0,149.0,18.0,10.0,0.067,183.91,1799.0
A2382,data analytics course,2024-11-04 00:00:00,hyderabad,desktop,learn data analytics,5980.0,124.0,25.0,4.0,0.032,200.65,1768.0
A2383,data analytics course,2024-11-21 00:00:00,hyderabad,mobile,analytics for data,5443.0,170.0,23.0,5.0,0.029,235.99,1314.0
A2384,data analytics course,2024-11-21 00:00:00,hyderabad,mobile,online data analytic,5326.0,127.0,18.0,10.0,0.079,226.11,1040.0
A2385,data analytics course,2024-11-07 00:00:00,hyderabad,desktop,data anaytics training,5565.0,114.0,16.0,4.0,0.035,210.04,1800.0
A2386,data analytics course,2024-11-04 00:00:00,hyderabad,desktop,data anaytics training,3312.0,154.0,16.0,5.0,0.032,203.23,1977.0
A2387,data analytics course,2024-11-23 00:00:00,hyderabad,tablet,data analitics online,4369.0,123.0,28.0,4.0,0.033,225.53,1241.0
A2388,data analytics course,2024-11-12 00:00:00,hyderabad,tablet,data anaytics training,3570.0,126.0,28.0,9.0,0.071,214.78,1078.0
A2389,data analytics course,2024-11-21 00:00:00,hyderabad,mobile,online data analytic,3883.0,146.0,23.0,5.0,0.034,225.89,1183.0
A2390,data analytics course,2024-11-18 00:00:00,hyderabad,mobile,analytics for data,5736.0,125.0,30.0,5.0,0.04,197.28,1265.0
A2391,data analytics course,2024-11-14 00:00:00,hyderabad,desktop,learn data analytics,5921.0,197.0,18.0,6.0,0.03,214.97,1975.0
A2392,data analytics course,2024-11-07 00:00:00,hyderabad,mobile,online data analytic,3687.0,98.0,12.0,10.0,0.102,206.7,1640.0
A2393,data analytics course,2024-11-18 00:00:00,hyderabad,desktop,data analytics course,5334.0,164.0,18.0,6.0,0.037,203.91,1128.0
A2394,data analytics course,2024-11-29 00:00:00,hyderabad,desktop,learn data analytics,4647.0,111.0,15.0,4.0,0.036,247.0,1601.0
A2395,data analytics course,2024-11-28 00:00:00,hyderabad,mobile,analytics for data,3485.0,191.0,10.0,7.0,0.037,212.43,1813.0
A2396,data analytics course,2024-11-29 00:00:00,hyderabad,desktop,data analytics course,5720.0,149.0,14.0,5.0,0.034,211.54,1612.0
A2397,data analytics course,2024-11-11 00:00:00,hyderabad,mobile,learn data analytics,3540.0,183.0,15.0,3.0,0.016,222.14,1248.0
A2398,data analytics course,2024-11-10 00:00:00,hyderabad,mobile,learn data analytics,4035.0,198.0,22.0,8.0,0.04,215.94,1241.2
A2399,data analytics course,2024-11-06 00:00:00,hyderabad,mobile,learn data analytics,3024.0,170.0,11.0,10.0,0.059,234.76,1941.0
A2400,data analytics course,2024-11-22 00:00:00,hyderabad,mobile,analytics for data,4334.0,174.0,12.0,4.0,0.023,186.29,1457.0
A2401,data analytics course,2024-11-29 00:00:00,hyderabad,mobile,data analitics online,4038.0,91.0,23.0,6.0,0.066,197.15,1000.0
A2402,data analytics course,2024-11-26 00:00:00,hyderabad,desktop,online data analytic,4347.0,197.0,20.0,6.0,0.03,215.2,1204.0
A2403,data analytics course,2024-11-30 00:00:00,hyderabad,mobile,analytics for data,5803.0,235.0,16.0,8.0,0.034,203.03,1397.0
A2404,data analytics course,2024-11-13 00:00:00,hyderabad,mobile,data analytics course,4182.0,152.0,19.0,5.0,0.033,233.45,1719.0
A2405,data analytics course,2024-11-18 00:00:00,hyderabad,mobile,analytics for data,4809.0,189.0,27.0,10.0,0.053,225.32,1324.0
A2406,data analytics course,2024-11-11 00:00:00,hyderabad,desktop,data analytics course,5640.0,146.0,13.0,8.0,0.055,210.51,1536.0
A2407,data analytics course,2024-11-05 00:00:00,hyderabad,desktop,data analitics online,3401.0,159.0,18.0,3.0,0.019,222.71,1849.0
A2408,data analytics course,2024-11-14 00:00:00,hyderabad,mobile,data analytics course,5561.0,175.0,20.0,8.0,0.046,231.96,1174.0
A2409,data analytics course,2024-11-26 00:00:00,hyderabad,desktop,data analitics online,5720.0,175.0,17.0,6.0,0.034,243.8,1476.2
A2410,data analytics course,2024-11-09 00:00:00,hyderabad,tablet,analytics for data,4898.0,82.0,25.0,8.0,0.098,215.11,1776.0
A2411,data analytics course,2024-11-22 00:00:00,hyderabad,desktop,learn data analytics,5871.0,146.0,30.0,4.0,0.027,218.69,1603.6
A2412,data analytics course,2024-11-27 00:00:00,hyderabad,tablet,analytics for data,5954.0,85.0,18.0,6.0,0.071,201.88,1526.0
A2413,data analytics course,2024-11-02 00:00:00,hyderabad,tablet,data analytics course,3487.0,128.0,25.0,6.0,0.047,236.19,1961.0
